word,entry_type_code,region_code,source_code,note
obstacle course,phrase,name,oald_8,
obstacle courses,phrase,name,oald_8,
ocher,root,us,oald_8,
ochre,root,uk,oald_8,
odor,root,us,oald_8,
odorless,root,us,oald_8,
oecumenical,root,uk,mwcd_11,
oedema,root,uk,oald_8,
oesophagus,root,uk,oald_8,
oestrogen,root,uk,oald_8,
oestrus,root,uk,oald_8,
off of,phrase,us,ode_2,
off your nut,phrase,uk,oald_8,
off-the-peg,root,uk,mwcd_11,
offed,inflection,name,oald_8,
offense,root,name,oald_8,
office block,phrase,uk,oald_8,
office blocks,phrase,uk,oald_8,
office building,phrase,name,oald_8,Acceptable in both British and North American English
office building,phrase,uk,oald_8,Acceptable in both British and North American English
office buildings,phrase,name,oald_8,Acceptable in both British and North American English
office buildings,phrase,uk,oald_8,Acceptable in both British and North American English
offing,inflection,name,oald_8,
offs,inflection,name,oald_8,
oligocythaemia,root,uk,mw,
oligocythaemic,root,uk,mw,
omelet,root,us,ode_2,
on christmas,phrase,us,teacher_diane,
on the weekend,phrase,us,teacher_diane,
opossum,root,austral,oald_8,
opossum,root,nz,oald_8,
optimisation,root,uk,mwcd_11,
optimise,root,uk,mwcd_11,
ordinary share,phrase,uk,mwcd_11,
ordinary shares,phrase,uk,mwcd_11,
organisation,root,uk,mwcd_11,
organise,root,uk,mwcd_11,
organiser,root,uk,mwcd_11,
orientate,root,uk,oald_8,
orthopaedic,root,uk,oald_8,
orthopaedics,root,uk,oald_8,
orthopedic,root,us,oald_8,
orthopedics,root,us,oald_8,
ostracise,root,uk,mwcd_11,
oughted,inflection,scot,mwcd_11,
oughting,inflection,scot,mwcd_11,
oughtn't,root,uk,oald_8,
oughts,inflection,scot,mwcd_11,
out box,phrase,us,oald_8,
out boxes,phrase,us,oald_8,
out tray,phrase,uk,oald_8,
out trays,phrase,uk,oald_8,
outwith,root,scot,oald_8,
outwork,root,uk,oald_8,
overspill,root,uk,mwcd_11,
oxidise,root,uk,mwcd_11,
oxidiser,root,uk,mwcd_11,
oxter,root,irish,mwcd_11,
oxter,root,scot,mwcd_11,
pack in,phrase,uk,opvd_2,
package holiday,phrase,uk,oald_8,
package holidays,phrase,uk,oald_8,
packed in,phrase,uk,opvd_2,
packing in,phrase,uk,opvd_2,
packs in,phrase,uk,opvd_2,
paederast,root,uk,oald_8,
paederasty,root,uk,oald_8,
paediatric,root,uk,oald_8,
paediatrician,root,uk,oald_8,
paediatrics,root,uk,oald_8,
paedophile,root,uk,oald_8,
paedophilia,root,uk,oald_8,
pajama,root,us,oald_8,
palaeographer,root,uk,oald_8,
palaeography,root,uk,oald_8,
palaeontologist,root,uk,oald_8,
palaeontology,root,uk,oald_8,
palatalise,root,uk,oald_8,
paleographwe,root,name,oald_8,
paleography,root,name,oald_8,
paleontologist,root,name,oald_8,
paleontology,root,name,oald_8,
palletise,root,uk,mwcd_11,
panda car,phrase,uk,oald_8,
panda cars,phrase,uk,oald_8,
panel beater,phrase,uk,oald_8,
panel beaters,phrase,uk,oald_8,
panel game,phrase,uk,oald_8,
panel games,phrase,uk,oald_8,
panel truck,phrase,name,oald_8,
panel trucks,phrase,name,oald_8,
panel van,phrase,austral,oald_8,
panel van,phrase,nz,oald_8,
panel van,phrase,safr,oald_8,
panel vans,phrase,austral,oald_8,
panel vans,phrase,nz,oald_8,
panel vans,phrase,safr,oald_8,
paneled,inflection,us,oald_8,
paneling,inflection,us,oald_8,
panelist,root,us,oald_8,
panga,root,eafr,oald_8,
panga,root,safr,oald_8,
panhandler,root,name,oald_8,
panties,inflection,us,oald_8,
pantsuit,root,name,oald_8,
pantsuits,root,name,oald_8,
paracetamol,root,uk,oald_8,
paralysant,root,uk,mw,
paralyse,root,uk,mwcd_11,
parasitise,root,uk,mwcd_11,
parceled,inflection,us,oald_8,
parceling,inflection,us,oald_8,
parcelled,inflection,uk,oald_8,
parcelling,inflection,uk,oald_8,
parking lot,phrase,name,oald_8,
parking lots,phrase,name,oald_8,
parlor,root,us,oald_8,
parlor game,phrase,us,oald_8,
parlor games,phrase,us,oald_8,
parlormaid,root,us,oald_8,
particularise,root,uk,mwcd_11,
pasteurise,root,uk,mwcd_11,
patronise,root,uk,mwcd_11,
pavement,root,name,oald_8,Acceptable in both British and North American English
pavement,root,uk,oald_8,Acceptable in both British and North American English
pavement artist,phrase,uk,oald_8,
paver,root,uk,mwcd_11,
pavior,root,us,mwcd_11,
paviour,root,us,mwcd_11,
pedaled,inflection,us,oald_8,
pedaling,inflection,us,oald_8,
peddler,root,name,oald_8,
pedestrain mall,phrase,name,oald_8,
pedestrain malls,phrase,name,oald_8,
pedestrian crossing,phrase,uk,oald_8,
pedestrian crossings,phrase,uk,oald_8,
pedestrian precinct,phrase,uk,oald_8,
pedestrian precincts,phrase,uk,oald_8,
pedestrianise,root,uk,oald_8,
pediatric,root,name,oald_8,
pediatrician,root,name,oald_8,
pediatrics,root,name,oald_8,
pedlar,root,uk,oald_8,
pedophile,root,name,oald_8,
pedophilia,root,name,oald_8,
pelican crossing,phrase,uk,oald_8,
pelican crossings,phrase,uk,oald_8,
pelletise,root,uk,mwcd_11,
penalise,root,uk,mwcd_11,
penciled,inflection,us,oald_8,
penciling,inflection,us,oald_8,
people carrier,phrase,uk,oald_8,
people carriers,phrase,uk,oald_8,
people mover,phrase,uk,oald_8,
people movers,phrase,uk,oald_8,
pernickety,root,uk,oald_8,
persnickety,root,name,oald_8,
petrol,root,uk,oald_8,
philosophise,root,uk,mwcd_11,
philtre,root,uk,mwcd_11,
phone box,phrase,uk,oald_8,
phone boxes,phrase,uk,oald_8,
phone-in,root,uk,oald_8,
photocatalyse,root,uk,mw,
photolysable,root,uk,mw,
photolyse,root,uk,mw,
pigtail,root,uk,oald_8,
pikey,root,uk,oald_8,
pit,root,name,oald_8,
plain chocolate,phrase,uk,oald_8,
plain chocolates,phrase,uk,oald_8,
plain flour,phrase,uk,oald_8,
plait,root,uk,oald_8,
plasmolysable,root,uk,mw,
plasmolyse,root,uk,mw,
plaster,root,uk,oald_8,
plastic wrap,phrase,name,oald_8,
pled,root,us,oald_8,
plonk,root,uk,oald_8,
plonker,root,uk,oald_8,
plow,root,name,oald_8,
plowman,root,name,oald_8,
plowshare,root,name,oald_8,
podiatrist,root,name,oald_8,
podiatry,root,name,oald_8,
polarise,root,uk,mwcd_11,
polecat,root,name,oald_8,
polycythaemia,root,uk,mwcd_11,
polymerise,root,uk,mwcd_11,
poma,root,uk,oald_8,
pone,root,us,oald_8,
pong,root,uk,oald_8,
pontoon,root,uk,oald_8,
popularise,root,uk,mwcd_11,
porridge,root,eafr,oald_8,
porridge,root,uk,oald_8,
porta-john,root,name,oald_8,
portagabin,root,uk,oald_8,
portaloo,root,uk,oald_8,
positive discrimination,phrase,uk,oald_8,
possum,root,austral,oald_8,
possum,root,nz,oald_8,
postal ballot,phrase,uk,oald_8,
postal code,phrase,can,oald_8,
postal code,phrase,uk,oald_8,
postal codes,phrase,can,oald_8,
postal codes,phrase,uk,oald_8,
postal lottery,phrase,uk,oald_8,
postal order,phrase,uk,oald_8,
postal orders,phrase,uk,oald_8,
postal vote,phrase,uk,oald_8,
postal votes,phrase,uk,oald_8,
postbag,root,uk,oald_8,
postbox,root,uk,oald_8,
postcode,root,can,oald_8,
postcode,root,uk,oald_8,
postcode lottery,phrase,uk,oald_8,
postie,root,uk,oald_8,
pot liquor,phrase,us,oald_8,
pot plant,phrase,uk,oald_8,
pot plants,phrase,uk,oald_8,
potato chip,phrase,name,oald_8,
potato chips,phrase,name,oald_8,
potato crisp,phrase,uk,oald_8,
potato crisps,phrase,uk,oald_8,
potholer,root,uk,oald_8,
potholing,root,uk,oald_8,
potije,root,safr,oald_8,
potluck,root,name,oald_8,
pottered,root,uk,oald_8,
pottering,root,uk,oald_8,
pour down,phrase,uk,opvd_2,
poured down,phrase,uk,opvd_2,
pouring down,phrase,uk,opvd_2,
pours down,phrase,uk,opvd_2,
powdered sugar,phrase,us,oald_8,
practiced,inflection,us,oald_8,"Its infinitive form ""practice"" can also be a noun, which is acceptable in every regions."
practices,inflection,us,oald_8,"Its infinitive form ""practice"" can also be a noun, which is acceptable in every regions."
practicing,inflection,us,oald_8,"Its infinitive form ""practice"" can also be a noun, which is acceptable in every regions."
pram,root,uk,mwcd_11,
press clipping,phrase,name,oald_8,Acceptable in both British and North American English
press clipping,phrase,uk,oald_8,Acceptable in both British and North American English
press cutting,phrase,uk,oald_8,
pressurise,root,uk,mwcd_11,
pretence,root,uk,oald_8,
pretense,root,name,oald_8,
primsoll,root,uk,oald_8,
prise,root,uk,mwcd_11,
privatise,root,uk,mwcd_11,
programme,root,uk,oald_8,
proletarianise,root,uk,mwcd_11,
prolog,root,us,oald_8,
proselytise,root,uk,mwcd_11,
prussianise,root,uk,mwcd_11,
psychoanalyse,root,uk,mw,
pub,root,uk,oald_8,
public television,phrase,name,oald_8,
public transport,phrase,uk,oald_8,
public transportation,phrase,name,oald_8,
publicise,root,uk,mwcd_11,
pulverise,root,uk,mwcd_11,
pummeled,inflection,us,oald_8,
pummeling,inflection,us,oald_8,
punch in,phrase,name,oald_8,
punch on,phrase,name,oald_8,
punched in,phrase,name,oald_8,
punched on,phrase,name,oald_8,
punches in,phrase,name,oald_8,
punches on,phrase,name,oald_8,
punching in,phrase,name,oald_8,
punching on,phrase,name,oald_8,
pupilage,root,us,oald_8,
puppy fat,phrase,uk,oald_8,
pushchair,root,uk,oald_8,
put the clocks back,phrase,uk,oald_8,
put the clocks forward,phrase,uk,oald_8,
puting the clocks forward,phrase,uk,oald_8,
puts the clocks back,phrase,uk,oald_8,
puts the clocks forward,phrase,uk,oald_8,
putting the clocks back,phrase,uk,oald_8,
quarreled,inflection,us,oald_8,
quarreling,inflection,us,oald_8,
quarter note,phrase,name,oald_8,
quickset,root,uk,mwcd_11,
quin,root,uk,oald_8,
quint,root,name,oald_8,
quod,root,uk,mwcd_11,
race car,phrase,name,oald_8,
race cars,phrase,name,oald_8,
racing car,phrase,uk,oald_8,
racing cars,phrase,uk,oald_8,
radicalise,root,uk,mwcd_11,
railcard,root,uk,oald_8,
railman,root,uk,oald_8,
railroad,root,name,oald_8,
railroad crossing,phrase,name,oald_8,
railroad crossings,phrase,name,oald_8,
railroader,root,name,oald_8,
railway,root,uk,oald_8,
railway line,phrase,uk,oald_8,
railway lines,phrase,uk,oald_8,
railwayman,root,uk,oald_8,
rain barrel,phrase,name,oald_8,
rain barrels,phrase,name,oald_8,
rained off,phrase,uk,oald_8,
rained out,phrase,name,oald_8,
rainout,root,name,oald_8,
ran down the clock,phrase,us,oald_8,
ran out the clock,phrase,us,oald_8,
rancor,root,us,oald_8,
rappel,root,name,oald_8,
rationalise,root,uk,mwcd_11,
raveled,inflection,us,oald_8,
raveling,inflection,us,oald_8,
real estate agent,phrase,name,oald_8,
real estate agents,phrase,name,oald_8,
real teniss,phrase,uk,oald_8,
realisation,root,uk,mwcd_11,
realise,root,uk,mwcd_11,
realtor,root,name,oald_8,
recognisable,root,uk,oald_8,
recognisance,root,uk,oald_8,
recognise,root,uk,mwcd_11,
reconnoiter,root,us,oald_8,
reconnoitre,root,uk,oald_8,
recorded deliveries,phrase,uk,oald_8,
recorded delivery,phrase,uk,oald_8,
recreational vehicle,phrase,name,oald_8,
recreational vehicles,phrase,name,oald_8,
reflexion,root,uk,oald_8,
refueled,inflection,us,oald_8,
refueling,inflection,us,oald_8,
remodeled,inflection,us,oald_8,
remodeling,inflection,us,oald_8,
remold,root,name,oald_8,
removal van,phrase,uk,oald_8,
removal vans,phrase,uk,oald_8,
reveled,inflection,us,oald_8,
reveling,inflection,us,oald_8,
reversing light,phrase,uk,oald_8,
reversing lights,phrase,uk,oald_8,
revitalise,root,uk,mwcd_11,
revolutionise,root,uk,mwcd_11,
rig-out,root,uk,oald_8,
right-of-center,root,us,oald_8,
rigor,root,us,oald_8,
rivaled,inflection,name,oald_8,
rivaling,inflection,name,oald_8,
road trip,phrase,name,oald_8,
road trips,phrase,name,oald_8,
roadwork,inflection,name,oald_8,
roadworks,inflection,uk,oald_8,
rock pool,phrase,uk,oald_8,
romanise,root,uk,mwcd_11,
romanticise,root,uk,oald_8,
rotary,root,name,oald_8,
roundabout,root,uk,oald_8,
routing number,phrase,us,oald_8,
routing numbers,phrase,us,oald_8,
rowboat,root,name,oald_8,
rowing boat,phrase,uk,oald_8,
rowing boats,phrase,uk,oald_8,
rowlock,root,uk,oald_8,
royal tennis,phrase,austral,oald_8,
rubbish,root,uk,oald_8,
rumor,root,us,oald_8,
rumour,root,uk,oald_8,
run down the clock,phrase,us,oald_8,
run out the clock,phrase,us,oald_8,
running down the clock,phrase,us,oald_8,
running out the clock,phrase,us,oald_8,
rutabaga,root,name,oald_8,
rv,root,name,oald_8,
rx,root,name,oald_8,
saber,root,us,oald_8,
sabre,root,uk,oald_8,
sailboat,root,name,oald_8,
sailing boat,phrase,uk,oald_8,
sailing boats,phrase,uk,oald_8,
sales clerk,phrase,name,oald_8,
sales clerks,phrase,name,oald_8,
saltpeter,root,us,oald_8,
saltpetre,root,uk,oald_8,
saran wrap,phrase,name,oald_8,
satirise,root,uk,mwcd_11,
sausage dog,phrase,uk,oald_8,
sausage dogs,phrase,uk,oald_8,
savings and loan association,phrase,name,oald_8,
savings and loan associations,phrase,name,oald_8,
scalawag,root,name,oald_8,
scallywag,root,uk,oald_8,
scandalise,root,uk,mwcd_11,
scare up,phrase,name,oald_8,
scared up,phrase,name,oald_8,
scares up,phrase,name,oald_8,
scaring up,phrase,name,oald_8,
scarlet runner bean,phrase,us,mwcd_11,
scarlet runner beans,phrase,us,mwcd_11,
scarper,root,uk,oald_8,
sceptic,root,uk,mwcd_11,
sceptical,root,uk,mwcd_11,
scepticism,root,uk,mwcd_11,
sceptre,root,uk,mwcd_11,
scrutinise,root,uk,mwcd_11,
secularise,root,uk,mwcd_11,
sedan,root,name,oald_8,
semi-trailer,root,name,oald_8,
semimetal,root,uk,oald_8,
sensationalise,root,uk,mwcd_11,
sensitise,root,uk,mwcd_11,
sentimentalise,root,uk,mwcd_11,
sepulcher,root,us,oald_8,
sepulchre,root,uk,oald_8,
serialise,root,uk,mwcd_11,
set the clocks ahead,phrase,name,oald_8,
set the clocks back,phrase,name,oald_8,
sets the clocks ahead,phrase,name,oald_8,
sets the clocks back,phrase,name,oald_8,
setting the clocks ahead,phrase,name,oald_8,
setting the clocks back,phrase,name,oald_8,
shanty,root,can,oald_8,
shanty,root,uk,oald_8,
shop assistant,phrase,uk,oald_8,
shop assistants,phrase,uk,oald_8,
shop class,phrase,name,oald_8,
shop steward,phrase,uk,oald_8,
shop stewards,phrase,uk,oald_8,
shop window,phrase,uk,oald_8,
shop windows,phrase,uk,oald_8,
shop-bought,root,uk,oald_8,
shop-soiled,root,uk,oald_8,
shopfront,root,uk,oald_8,
shophouse,root,seasi,oald_8,
shoplot,root,seasi,oald_8,
shopping cart,phrase,uk,ode_2,
shopping carts,phrase,uk,ode_2,
shopping center,phrase,name,oald_8,
shopping centers,phrase,name,oald_8,
shopping centre,phrase,uk,oald_8,
shopping centres,phrase,uk,oald_8,
shopping mall,phrase,name,oald_8,
shopping trolley,phrase,name,ode_2,
shopping trolleys,phrase,name,ode_2,
shopworn,root,name,oald_8,
short back and sides,phrase,uk,oald_8,
short-arse,root,uk,oald_8,
short-ass,root,us,oald_8,
shortcake,root,uk,oald_8,
shoveled,inflection,us,oald_8,
shoveling,inflection,us,oald_8,
shriveled,inflection,us,oald_8,
shriveling,inflection,us,oald_8,
side-on,root,uk,oald_8,
sidewalk,root,name,oald_8,
sidewalk artist,phrase,name,oald_8,
signaled,inflection,us,oald_8,
signaling,inflection,us,oald_8,
signalise,root,uk,mwcd_11,
silent partner,phrase,name,oald_8,
silent partners,phrase,name,oald_8,
skeet shooting,phrase,name,oald_8,
skeletonise,root,uk,mwcd_11,
skelm,root,safr,oald_8,
skeptic,root,us,mwcd_11,
skeptical,root,us,mwcd_11,
skepticism,root,us,mwcd_11,
skillfull,root,us,oald_8,
skive off,phrase,uk,opvd_2,
skived off,phrase,uk,opvd_2,
skives off,phrase,uk,opvd_2,
skiving off,phrase,uk,opvd_2,
skolly,root,safr,oald_8,
skybox,root,name,oald_8,
skycap,root,name,oald_8,
sled,root,name,oald_8,
sledge,root,uk,oald_8,
sleeping partner,phrase,uk,oald_8,
sleeping partners,phrase,uk,oald_8,
sleeping tablet,phrase,uk,oald_8,
sleeping tablets,phrase,uk,oald_8,
small ads,phrase,uk,oald_8,
smelt,inflection,uk,oald_8,
smoke stack,phrase,name,oald_8,
smoke stacks,phrase,name,oald_8,
smolder,root,us,ode_2,
snap back,phrase,us,opvd_2,
snapped back,phrase,us,opvd_2,
snapping back,phrase,us,opvd_2,
snaps back,phrase,us,opvd_2,
sneaker,root,us,oald_8,
snigger,root,uk,oald_8,
sniveled,inflection,us,oald_8,
sniveling,inflection,us,oald_8,
snuck,inflection,name,ode_2,
socialise,root,uk,mwcd_11,
soliloquise,root,uk,mwcd_11,
solubilise,root,uk,mwcd_11,
somber,root,us,oald_8,
sombre,root,uk,oald_8,
soprano recorder,phrase,name,oald_8,
soprano recorders,phrase,name,oald_8,
sort code,phrase,uk,oald_8,
sort codes,phrase,uk,oald_8,
sorted,root,uk,oald_8,
spanner,root,uk,oald_8,
specialisation,root,uk,mwcd_11,
specialise,root,uk,mwcd_11,
specter,root,us,oald_8,
spectre,root,uk,oald_8,
spelt,inflection,uk,oald_8,
spelunker,root,name,oald_8,
spelunkering,root,name,oald_8,
spill your guts,phrase,name,oald_8,
spilled your guts,phrase,name,oald_8,
spilling your guts,phrase,name,oald_8,
spills your guts,phrase,name,oald_8,
spilt,inflection,uk,oald_8,
spiraled,inflection,name,oald_8,
spiraling,inflection,name,oald_8,
splendor,root,us,oald_8,
spoilt,inflection,uk,oald_8,
sprung,inflection,name,ode_2,
squirreled,inflection,us,oald_8,
squirreling,inflection,us,oald_8,
squirt gun,phrase,name,oald_8,
squirt guns,phrase,name,oald_8,
squit,root,uk,oald_8,
stabilise,root,uk,mwcd_11,
stabiliser,root,uk,mwcd_11,
stag night,phrase,uk,oald_8,
stag nights,phrase,uk,oald_8,
stag parties,phrase,uk,oald_8,
stag party,phrase,uk,oald_8,
standardise,root,uk,mwcd_11,
station wagon,phrase,name,oald_8,
station wagons,phrase,name,oald_8,
stckinig plaster,phrase,uk,oald_8,
stckinig plasters,phrase,uk,oald_8,
steatorrhoea,root,uk,mwcd_11,
stenciled,inflection,name,oald_8,
stenciling,inflection,name,oald_8,
stick shift,phrase,name,oald_8,
stick shifts,phrase,name,oald_8,
stock-car racing,phrase,uk,oald_8,
stop light,phrase,name,oald_8,Acceptable in both British and North American English
stop light,phrase,uk,oald_8,Acceptable in both British and North American English
stop lights,phrase,name,oald_8,Acceptable in both British and North American English
stop lights,phrase,uk,oald_8,Acceptable in both British and North American English
stoplights,inflection,name,oald_8,
store window,phrase,name,oald_8,
store windows,phrase,name,oald_8,
store-bought,root,name,oald_8,
storefront,root,name,oald_8,
storekeeper,root,name,oald_8,
storey,root,uk,ode_2,
storied,root,name,oald_8,
stovetop,root,name,oald_8,
street lamp,phrase,uk,oald_8,
street lamps,phrase,uk,oald_8,
street-smart,root,name,oald_8,
streetcar,root,us,oald_8,
strep throat,phrase,name,oald_8,
strip cartoon,phrase,uk,oald_8,
strip cartoons,phrase,uk,oald_8,
stylise,root,uk,mwcd_11,
subjectivise,root,uk,mwcd_11,
subsidise,root,uk,mwcd_11,
suburbanise,root,uk,mwcd_11,
succor,root,us,oald_8,
sufuric acid,phrase,us,oald_8,
sufurous,root,us,oald_8,
sukuma wiki,phrase,eafr,oald_8,
sulfate,root,us,oald_8,
sulfide,root,us,oald_8,
sulfur,root,us,oald_8,
sulfurize,root,us,mwcd_11,
sulphate,root,uk,oald_8,
sulphide,root,uk,oald_8,
sulphur,root,uk,oald_8,
sulphuric acid,phrase,uk,oald_8,
sulphurise,root,uk,mwcd_11,
sulphurous,root,uk,oald_8,
summarise,root,uk,mwcd_11,
summat,root,neng,oald_8,
summer time,phrase,uk,oald_8,
sunlounger,root,uk,oald_8,
swap around,phrase,uk,opvd_2,
swap over,phrase,uk,opvd_2,
swap round,phrase,uk,opvd_2,
swapped around,phrase,uk,opvd_2,
swapped over,phrase,uk,opvd_2,
swapped round,phrase,uk,opvd_2,
swapping around,phrase,uk,opvd_2,
swapping over,phrase,uk,opvd_2,
swapping round,phrase,uk,opvd_2,
swaps around,phrase,uk,opvd_2,
swaps over,phrase,uk,opvd_2,
swaps round,phrase,uk,opvd_2,
swede,root,uk,oald_8,
swim trunks,phrase,name,oald_8,
swimming bath,phrase,uk,oald_8,
swimming cap,phrase,uk,oald_8,
swimming caps,phrase,uk,oald_8,
swimming costume,phrase,uk,oald_8,
swimming costumes,phrase,uk,oald_8,
swimming hat,phrase,uk,oald_8,
swimming hats,phrase,uk,oald_8,
swiveled,inflection,us,oald_8,
swiveling,inflection,us,oald_8,
symbolise,root,uk,mwcd_11,
sympathise,root,uk,mwcd_11,
synchronisation,root,uk,mwcd_11,
synchronise,root,uk,mwcd_11,
syncretise,root,uk,mwcd_11,
systematise,root,uk,mwcd_11,
tail pipe,phrase,name,oald_8,
tail pipes,phrase,name,oald_8,
tank tread,phrase,name,oald_8,
tank treads,phrase,name,oald_8,
tantalise,root,uk,mwcd_11,
tasseled,root,us,oald_8,
tasselled,root,uk,oald_8,
taxi rank,phrase,uk,oald_8,
taxi ranks,phrase,uk,oald_8,
taxi stand,phrase,name,oald_8,Acceptable in both British and North American English
taxi stand,phrase,uk,oald_8,Acceptable in both British and North American English
taxi stands,phrase,name,oald_8,Acceptable in both British and North American English
taxi stands,phrase,uk,oald_8,Acceptable in both British and North American English
te,root,uk,oald_8,
tea trolley,phrase,uk,oald_8,
tea trolleys,phrase,uk,oald_8,
tea wagon,phrase,us,oald_8,
tea wagons,phrase,us,oald_8,
teacart,root,us,oald_8,
teaset,root,uk,oald_8,
teetotaler,root,name,oald_8,
teetotaller,root,uk,oald_8,
tefl,root,uk,oald_8,
teleprompter,root,name,oald_8,Acceptable in both British and North American English
teleprompter,root,uk,oald_8,Acceptable in both British and North American English
tell off,phrase,uk,blog_cambridge,
telling off,phrase,uk,blog_cambridge,
tells off,phrase,uk,blog_cambridge,
temporise,root,uk,mwcd_11,
tenor,root,us,mwcd_11,
tenour,root,uk,mwcd_11,
terrorise,root,uk,mwcd_11,
thalassaemia,root,uk,mwcd_11,
the antipodes,phrase,uk,oald_8,
the armed services,phrase,uk,oald_8,
the big dipper,phrase,name,oald_8,
the big smoke,phrase,uk,oald_8,
the big wheel,phrase,uk,oald_8,
the big wheels,phrase,uk,oald_8,
the black economy,phrase,uk,oald_8,
the broad jump,phrase,name,oald_8,
the broad jumps,phrase,name,oald_8,
the cadillac of,phrase,name,oald_8,
the celtic fringe,phrase,uk,oald_8,
the cut and the thrust,phrase,uk,oald_8,
the dawn chorus,phrase,uk,oald_8,
the plough,phrase,uk,oald_8,
the tidies,phrase,uk,opvd_2,
the tidy,phrase,uk,opvd_2,
the tube,phrase,uk,oald_8,
the tubes,phrase,uk,oald_8,
the underground,phrase,uk,oald_8,
the underground economy,phrase,name,oald_8,
the undergrounds,phrase,uk,oald_8,
the whole nine yards,phrase,name,oald_8,
theater,root,us,oald_8,
theatre,root,uk,oald_8,
theologise,root,uk,mwcd_11,
theorise,root,uk,mwcd_11,
thrift shop,phrase,name,oald_8,
thrift shops,phrase,name,oald_8,
thrift store,phrase,name,oald_8,
thrift stores,phrase,name,oald_8,
thru,root,name,ode_2,
ti,root,name,oald_8,
tickbox,root,uk,oald_8,
tidbit,root,name,oald_8,
tiddler,root,uk,oald_8,
tiddly,root,uk,oald_8,
tide pool,phrase,name,oald_8,
tidied out,phrase,uk,opvd_2,
tidied up,phrase,uk,opvd_2,
tidies out,phrase,uk,opvd_2,
tidies up,phrase,uk,opvd_2,
tidy out,phrase,uk,opvd_2,
tidy up,phrase,uk,opvd_2,
tidying out,phrase,uk,opvd_2,
tidying up,phrase,uk,opvd_2,
tiebreak,root,uk,oald_8,
tin opener,phrase,uk,oald_8,
tin openers,phrase,uk,oald_8,
tire iron,phrase,name,oald_8,
tire irons,phrase,name,oald_8,
titbit,root,uk,oald_8,
titch,root,uk,oald_8,
titchy,root,uk,oald_8,
titre,root,uk,mwcd_11,
toffee apple,phrase,uk,oald_8,
toffee apples,phrase,uk,oald_8,
told off,phrase,uk,blog_cambridge,
torch,root,uk,oald_8,
totaled,inflection,us,oald_8,
totaling,inflection,us,oald_8,
toweled,inflection,name,oald_8,
toweling,inflection,name,oald_8,
toxaemia,root,uk,mwcd_11,
toy boy,phrase,uk,oald_8,
toy boys,phrase,uk,oald_8,
trackless trolley,phrase,us,oald_8,
trackless trolleys,phrase,us,oald_8,
tractor-trailer,root,name,oald_8,
traffic circle,phrase,name,oald_8,
traffic circles,phrase,name,oald_8,
trailer truck,phrase,name,oald_8,
trailer trucks,phrase,name,oald_8,
tram,root,uk,oald_8,
tramcar,root,uk,oald_8,
trammeled,inflection,us,oald_8,
trammeling,inflection,us,oald_8,
tranquility,root,name,oald_8,
tranquillise,root,uk,oald_8,
tranquilliser,root,uk,oald_8,
transport café,phrase,uk,oald_8,
transport cafés,phrase,uk,oald_8,
trash can,phrase,name,oald_8,
trash cans,phrase,name,oald_8,
trash talk,phrase,name,oald_8,
trash talking,phrase,name,oald_8,
traumatise,root,uk,mwcd_11,
travel-sick,root,uk,oald_8,
travel-sickness,root,uk,oald_8,
traveled,inflection,us,oald_8,
traveler,inflection,us,oald_8,
traveling,inflection,us,oald_8,
travelog,root,name,oald_8,
trialed,inflection,us,oald_8,
trialing,inflection,us,oald_8,
trialled,inflection,uk,oald_8,
trialling,inflection,uk,oald_8,
trivialise,root,uk,mwcd_11,
trolley car,phrase,us,oald_8,
trolley cars,phrase,us,oald_8,
trolleybus,root,uk,oald_8,
tromp,root,name,oald_8,
trouser suit,phrase,uk,oald_8,
trouser suits,phrase,uk,oald_8,
trousers,inflection,uk,oald_8,
truck farm,phrase,us,oald_8,
truck farms,phrase,us,oald_8,
truck stop,phrase,name,oald_8,
truck stops,phrase,name,oald_8,
trucker,root,name,oald_8,
truncheon,root,uk,oald_8,
trunk call,phrase,uk,oald_8,
trunk calls,phrase,uk,oald_8,
trunk road,phrase,uk,oald_8,
trunk roads,phrase,uk,oald_8,
tryout,root,name,oald_8,
tumor,root,us,oald_8,
tunneled,inflection,name,oald_8,
tunneling,inflection,name,oald_8,
turf accountant,phrase,uk,mwcd_11,
turf accountants,phrase,uk,mwcd_11,
turn signal,phrase,name,oald_8,
turn signals,phrase,name,oald_8,
tyrannise,root,uk,mwcd_11,
tyre,root,uk,oald_8,
undershirt,root,name,oald_8,
uneven bars,phrase,name,oald_8,
unionisation,root,uk,mwcd_11,
unionise,root,uk,mwcd_11,
unit trust,phrase,name,oald_8,
unit trusts,phrase,name,oald_8,
unraveled,inflection,us,oald_8,
unraveling,inflection,us,oald_8,
unrecognisable,root,uk,oald_8,
unrecognised,root,uk,oald_8,
up-armor,root,us,opvd_2,
up-armored,root,us,opvd_2,
urbanise,root,uk,mwcd_11,
us customs service,phrase,us,oald_8,
utilise,root,uk,mwcd_11,
vacationer,root,name,oald_8,
valor,root,us,oald_8,
vanity table,phrase,name,oald_8,
vanity tables,phrase,name,oald_8,
vanity unit,phrase,uk,oald_8,
vanity units,phrase,uk,oald_8,
vapor,root,us,oald_8,
vaporise,root,uk,mwcd_11,
vaporware,root,us,oald_8,
veg,root,uk,mwcd_11,
victualler,root,uk,oald_8,
vigor,root,us,oald_8,
vise,root,name,oald_8,
visiting card,phrase,uk,oald_8,
